,session_id,user_id,music_id,previous_value,new_value,updated_value
0,585.0,5,68,0.875,0.2768018960952759,0.5759009480476379
0,585.0,5,73,0.875,0.404679000377655,0.6398395001888275
0,585.0,5,84,1.0,0.3569112688302994,0.6784556344151497
0,585.0,5,87,0.5,0.3719249367713928,0.4359624683856964
0,585.0,5,89,0.375,0.4037293394406636,0.3893646697203318
0,588.0,5,2,0.625,0.4120371341705322,0.5185185670852661
0,588.0,5,27,0.5,0.3039974737912416,0.4019987368956208
0,588.0,5,33,0.75,0.3039781351884206,0.5269890675942103
0,588.0,5,50,0.375,0.3725374241669972,0.3737687120834986
0,588.0,5,78,0.875,0.335086852312088,0.605043426156044
0,588.0,5,88,0.75,0.2412223778665065,0.4956111889332533
0,588.0,5,90,0.625,0.3585386425256729,0.4917693212628364
0,589.0,5,1,0.5,0.3359619826078415,0.4179809913039207
0,589.0,5,61,0.875,0.3955865204334259,0.635293260216713
0,592.0,6,11,1.0,0.3542939027150472,0.6771469513575236
0,592.0,6,42,0.875,0.2730220705270767,0.5740110352635384
0,592.0,6,46,0.75,0.3201428294181824,0.5350714147090911
0,592.0,6,49,0.625,0.2899006307125091,0.4574503153562546
0,592.0,6,84,1.0,0.3251300871372223,0.6625650435686111
0,595.0,6,7,0.5,0.3482883671919505,0.4241441835959753
0,595.0,6,14,0.75,0.3410701851050059,0.545535092552503
0,595.0,6,50,0.375,0.4248518943786621,0.399925947189331
0,595.0,6,68,0.875,0.3507596969604492,0.6128798484802246
0,595.0,6,87,0.5,0.2569680611292521,0.3784840305646261
0,595.0,6,88,0.75,0.251510997613271,0.5007554988066355
0,596.0,14,15,0.5,0.3575375626484553,0.4287687813242277
0,596.0,14,20,0.25,0.2491400837898254,0.2495700418949127
0,596.0,14,23,0.4211914303402106,0.2216703568895658,0.3214308936148882
0,596.0,14,38,0.3915970120579004,0.2684492692351341,0.3300231406465173
0,596.0,14,48,0.4345087260007858,0.4166641533374786,0.4255864396691322
0,596.0,14,60,1.0,0.3660419210791588,0.6830209605395794
0,596.0,14,72,0.375,0.2926306966692209,0.3338153483346104
0,597.0,5,3,0.5,0.3320340812206268,0.4160170406103134
0,597.0,5,12,0.25,0.2903593573719263,0.2701796786859631
0,597.0,5,25,0.75,0.2879318483173847,0.5189659241586924
0,597.0,5,35,1.0,0.2118527094523112,0.6059263547261556
0,597.0,5,36,1.0,0.2760586179792881,0.638029308989644
0,597.0,5,44,0.875,0.3555208047231038,0.6152604023615519
0,597.0,5,63,0.875,0.1886962279677391,0.5318481139838696
0,597.0,5,71,1.0,0.3566258363425731,0.6783129181712866
0,597.0,5,75,1.0,0.2889486749966939,0.6444743374983469
0,597.0,5,77,0.625,0.3558057943979899,0.490402897198995
0,597.0,5,83,0.625,0.3189491853117943,0.4719745926558971
0,598.0,6,22,0.375,0.3087003231048584,0.3418501615524292
0,598.0,6,29,0.5,0.328860859076182,0.414430429538091
0,598.0,6,39,0.75,0.4473672310511271,0.5986836155255636
0,598.0,6,91,0.6730204919974009,0.2859147389729817,0.4794676154851913
0,599.0,6,18,0.375,0.3665277745042528,0.3707638872521264
0,599.0,6,26,0.5,0.2588342636823654,0.3794171318411827
0,599.0,6,67,0.375,0.2603684812784195,0.3176842406392097
0,601.0,16,48,0.5,0.4641090333461761,0.4820545166730881
0,601.0,16,91,0.4828208150962988,0.5896592736244202,0.5362400443603594
0,601.0,16,99,0.392151802778244,0.5179571253912789,0.4550544640847614
0,602.0,15,38,0.5,0.3274499575297038,0.4137249787648519
0,603.0,6,11,0.6771469513575236,0.2859372993310292,0.4815421253442764
0,603.0,6,42,0.5740110352635384,0.3205433547496795,0.4472771950066089
0,603.0,6,49,0.4574503153562546,0.3291236460208893,0.3932869806885719
0,606.0,13,91,1.0,0.4293993314107259,0.7146996657053629
0,608.0,14,72,0.3338153483346104,0.2907512225210666,0.3122832854278385
0,609.0,6,23,0.5186593805750211,0.443847914536794,0.4812536475559076
0,609.0,6,38,0.3504597637802362,0.3848599791526794,0.3676598714664578
0,609.0,6,48,0.4215286647280057,0.3874329328536987,0.4044807987908522
0,610.0,15,11,1.0,0.3038002004226048,0.6519001002113024
0,610.0,15,15,0.5,0.1707226385672887,0.3353613192836444
0,610.0,15,21,0.75,0.2687994129955768,0.5093997064977884
0,610.0,15,23,0.625,0.1758198042710622,0.4004099021355311
0,610.0,15,38,0.4137249787648519,0.2148952446877956,0.3143101117263238
0,610.0,15,45,0.75,0.243774284919103,0.4968871424595515
0,610.0,15,48,0.5,0.2123164311051368,0.3561582155525684
0,610.0,15,60,1.0,0.2303754352033138,0.6151877176016569
0,610.0,15,72,0.375,0.251574981957674,0.313287490978837
0,611.0,15,9,0.25,0.345378577709198,0.297689288854599
0,611.0,15,15,0.3353613192836444,0.2886211673418681,0.3119912433127562
0,611.0,15,23,0.4004099021355311,0.2438026865323384,0.3221062943339348
0,611.0,15,39,0.75,0.2835765977700551,0.5167882988850275
0,611.0,15,48,0.3561582155525684,0.3412514105439186,0.3487048130482435
0,611.0,15,91,1.0,0.3403666814168294,0.6701833407084147
0,611.0,15,99,0.25,0.3042740800551006,0.2771370400275503
0,613.0,14,48,0.4255864396691322,0.424566775560379,0.4250766076147556
0,615.0,14,45,0.75,0.3430618519584338,0.5465309259792169
0,615.0,14,60,0.6830209605395794,0.5221854150295258,0.6026031877845526
0,616.0,16,9,0.4382242927948634,0.4857000360886256,0.4619621644417445
0,616.0,16,39,0.5743214339017868,0.5338263213634491,0.554073877632618
0,616.0,16,91,0.5362400443603594,0.4233940169215202,0.4798170306409398
0,616.0,16,99,0.4550544640847614,0.4330861568450928,0.444070310464927
0,617.0,14,5,0.125,0.3029097119967143,0.2139548559983571
0,617.0,14,17,0.25,0.2899651117622852,0.2699825558811426
0,617.0,14,73,0.875,0.4520512074232101,0.6635256037116051
0,617.0,14,100,0.625,0.2626403346657753,0.4438201673328876
0,619.0,6,11,0.4815421253442764,0.3079428921143214,0.3947425087292989
0,619.0,6,21,0.75,0.3012512177228927,0.5256256088614464
0,619.0,6,45,0.75,0.2896670202414195,0.5198335101207098
0,619.0,6,60,1.0,0.2516169622540474,0.6258084811270237
0,620.0,5,3,0.4160170406103134,0.2845110495885213,0.3502640450994173
0,620.0,5,8,0.25,0.2939803808927536,0.2719901904463768
0,620.0,5,13,0.25,0.335738262959889,0.2928691314799445
0,620.0,5,52,0.5,0.4628018140792846,0.4814009070396423
0,620.0,5,53,0.375,0.3010858744382858,0.3380429372191429
0,620.0,5,71,0.6783129181712866,0.3018015325069427,0.4900572253391146
0,620.0,5,77,0.490402897198995,0.2511640588442485,0.3707834780216217
0,620.0,5,93,0.5,0.2937121192614237,0.3968560596307119
0,620.0,5,94,0.375,0.2761547863483429,0.3255773931741714
0,622.0,5,52,0.4814009070396423,0.2622415959835052,0.3718212515115737
0,622.0,5,53,0.3380429372191429,0.3172759264707565,0.3276594318449497
0,622.0,5,93,0.3968560596307119,0.3157144946356614,0.3562852771331867
0,622.0,5,102,0.375,0.3359810441732406,0.3554905220866203
0,623.0,14,42,0.875,0.3411491364240646,0.6080745682120323
0,624.0,6,73,0.875,0.2533451343576113,0.5641725671788057
0,624.0,6,100,0.625,0.307408969849348,0.466204484924674
0,625.0,14,4,0.5,0.262696485966444,0.381348242983222
0,625.0,14,54,1.0,0.2796360353628794,0.6398180176814398
0,625.0,14,89,0.375,0.4250835279623667,0.4000417639811834
0,626.0,15,5,0.125,0.2103871802488962,0.1676935901244481
0,626.0,15,17,0.25,0.2721987776458263,0.2610993888229131
0,626.0,15,73,0.875,0.2175988182425499,0.546299409121275
0,626.0,15,82,0.75,0.1807959694415331,0.4653979847207665
0,628.0,16,20,0.4434405465920765,0.5130643844604492,0.4782524655262629
0,628.0,16,21,0.6387010924518108,0.4954413771629333,0.5670712348073721
0,628.0,16,45,0.75,0.5266417562961578,0.6383208781480789
0,628.0,16,60,0.6856410130858421,0.4966350644826889,0.5911380387842655
0,629.0,14,4,0.381348242983222,0.3736018886168797,0.3774750658000508
0,629.0,14,17,0.2699825558811426,0.4089151136577129,0.3394488347694278
0,629.0,14,54,0.6398180176814398,0.2361644109090169,0.4379912142952283
0,630.0,14,1,0.5,0.31363312403361,0.406816562016805
0,630.0,14,24,0.875,0.3949918697277705,0.6349959348638853
0,630.0,14,61,0.875,0.4097864031791687,0.6423932015895844
0,631.0,6,20,0.25,0.3125044107437134,0.2812522053718567
0,631.0,6,60,0.6258084811270237,0.3877902776002884,0.506799379363656
0,632.0,16,46,0.75,0.6200495481491088,0.6850247740745544
0,632.0,16,84,1.0,0.5736887812614441,0.7868443906307221
0,633.0,6,99,0.2988856136798858,0.319050201347896,0.3089679075138909
0,634.0,14,43,0.5,0.2838735928138097,0.3919367964069048
0,634.0,14,47,0.625,0.5455911159515381,0.585295557975769
0,635.0,6,20,0.2812522053718567,0.2885607580343882,0.2849064817031225
0,635.0,6,45,0.5198335101207098,0.3823681175708771,0.4511008138457934
0,635.0,6,60,0.506799379363656,0.410218708217144,0.4585090437904
0,636.0,7,3,0.5,0.3083794911702474,0.4041897455851236
0,636.0,7,25,0.75,0.3420473337173462,0.5460236668586731
0,636.0,7,35,1.0,0.2943579157193501,0.647178957859675
0,636.0,7,36,1.0,0.3619821816682815,0.6809910908341408
0,636.0,7,63,0.875,0.3312978148460388,0.6031489074230194
0,636.0,7,65,0.5,0.3735444247722626,0.4367722123861313
0,636.0,7,71,1.0,0.3372975513339042,0.6686487756669521
0,636.0,7,75,1.0,0.2828283011913299,0.641414150595665
0,636.0,7,83,0.625,0.3305748850107193,0.4777874425053596
0,636.0,7,92,0.25,0.3155380636453628,0.2827690318226814
0,638.0,15,4,0.5,0.1978975236415863,0.3489487618207931
0,638.0,15,54,1.0,0.2744462043046951,0.6372231021523476
0,639.0,5,73,0.6398395001888275,0.2908685803413391,0.4653540402650833
0,641.0,5,9,0.2866586856544018,0.3481602370738983,0.31740946136415
0,641.0,5,99,0.2779636585286685,0.392402708530426,0.3351831835295472
0,642.0,5,9,0.31740946136415,0.3218711823225021,0.319640321843326
0,643.0,5,26,0.5,0.335996925830841,0.4179984629154205
0,643.0,5,67,0.375,0.2569375485181808,0.3159687742590904
0,643.0,5,97,0.5,0.3266381706510271,0.4133190853255135
0,643.0,5,102,0.3554905220866203,0.3748446345329285,0.3651675783097744
0,644.0,7,4,0.5,0.4722946882247925,0.4861473441123962
0,644.0,7,5,0.125,0.4380845427513122,0.2815422713756561
0,644.0,7,14,0.75,0.2751060128211975,0.5125530064105988
0,644.0,7,17,0.25,0.4636564453442891,0.3568282226721445
0,644.0,7,19,0.625,0.4030367434024811,0.5140183717012405
0,644.0,7,54,1.0,0.4070829600095749,0.7035414800047874
0,644.0,7,89,0.375,0.4526670972506205,0.4138335486253103
0,644.0,7,100,0.625,0.4766740947961807,0.5508370473980904
0,645.0,6,46,0.5350714147090911,0.3004987090826034,0.4177850618958473
0,645.0,6,73,0.5641725671788057,0.3999699801206589,0.4820712736497323
0,645.0,6,82,0.75,0.3128338009119034,0.5314169004559517
0,645.0,6,84,0.6625650435686111,0.3526975333690643,0.5076312884688378
0,646.0,6,99,0.3089679075138909,0.3738835752010345,0.3414257413574627
0,647.0,16,25,0.75,0.499705508351326,0.624852754175663
0,647.0,16,77,0.625,0.5143327116966248,0.5696663558483124
0,648.0,15,9,0.297689288854599,0.2200661301612854,0.2588777095079422
0,648.0,15,39,0.5167882988850275,0.2510532190402348,0.3839207589626312
0,648.0,15,91,0.6701833407084147,0.325257658958435,0.4977204998334248
0,649.0,16,5,0.125,0.5645792086919149,0.3447896043459574
0,649.0,16,17,0.25,0.3836532086133957,0.3168266043066978
0,649.0,16,54,1.0,0.378836989402771,0.6894184947013855
0,650.0,7,7,0.5,0.3729891180992126,0.4364945590496063
0,650.0,7,87,0.5,0.2591240108013153,0.3795620054006576
0,651.0,7,1,0.5,0.4220471382141113,0.4610235691070556
0,651.0,7,6,0.25,0.329651266336441,0.2898256331682205
0,651.0,7,24,0.875,0.350466787815094,0.612733393907547
0,651.0,7,27,0.5,0.3947138984998067,0.4473569492499033
0,651.0,7,34,0.875,0.4461315274238586,0.6605657637119293
0,651.0,7,50,0.375,0.3575868209203084,0.3662934104601542
0,651.0,7,74,0.375,0.4787543217341105,0.4268771608670553
0,651.0,7,87,0.3795620054006576,0.380810151497523,0.3801860784490903
0,651.0,7,88,0.75,0.3476543029149373,0.5488271514574686
0,651.0,7,90,0.625,0.3168865703046322,0.4709432851523161
0,651.0,7,95,0.125,0.3449899554252624,0.2349949777126312
0,652.0,8,48,0.5,0.3776894807815552,0.4388447403907776
0,652.0,8,99,0.25,0.393859394959041,0.3219296974795205
0,655.0,6,84,0.5076312884688378,0.3702346980571747,0.4389329932630062
0,656.0,6,4,0.5,0.2800493463873863,0.3900246731936931
0,656.0,6,5,0.125,0.2856942017873128,0.2053471008936564
0,656.0,6,17,0.25,0.340481162071228,0.295240581035614
0,656.0,6,19,0.625,0.3436266779899597,0.4843133389949798
0,656.0,6,54,1.0,0.3255283037821452,0.6627641518910726
0,656.0,6,89,0.375,0.3373535672823588,0.3561767836411794
0,657.0,7,12,0.25,0.3603513734415173,0.3051756867207587
0,657.0,7,75,0.641414150595665,0.3792241513729095,0.5103191509842873
0,658.0,7,34,0.6605657637119293,0.2931234538555145,0.4768446087837219
0,658.0,7,40,0.125,0.3254743417104085,0.2252371708552042
0,658.0,7,41,0.5,0.4343807697296142,0.4671903848648071
0,658.0,7,65,0.4367722123861313,0.3046715557575226,0.3707218840718269
0,658.0,7,66,0.625,0.4533114433288574,0.5391557216644287
0,658.0,7,76,0.125,0.3835579355557759,0.2542789677778879
0,658.0,7,92,0.2827690318226814,0.4137021899223327,0.3482356108725071
0,659.0,6,42,0.4472771950066089,0.2933721363544464,0.3703246656805277
0,659.0,6,84,0.4389329932630062,0.3763059616088867,0.4076194774359465
0,660.0,14,64,0.5,0.3478715221087138,0.4239357610543569
0,660.0,14,98,0.75,0.3194459959864616,0.5347229979932309
0,661.0,6,4,0.3900246731936931,0.3269968964159488,0.358510784804821
0,661.0,6,14,0.545535092552503,0.3121383488178253,0.4288367206851641
0,661.0,6,54,0.6627641518910726,0.2850632220506668,0.4739136869708697
0,661.0,6,89,0.3561767836411794,0.2836605956157048,0.3199186896284421
0,662.0,16,9,0.4619621644417445,0.498278205593427,0.4801201850175857
0,662.0,16,15,0.4652796884377797,0.4955415725708008,0.4804106305042902
0,662.0,16,23,0.5451008081436157,0.5385286927223205,0.5418147504329681
0,662.0,16,38,0.4975588098168373,0.5677920877933502,0.5326754488050938
0,662.0,16,39,0.554073877632618,0.4467322627703349,0.5004030702014765
0,662.0,16,48,0.4820545166730881,0.4983554184436798,0.4902049675583839
0,662.0,16,72,0.4713666439056396,0.5813857316970825,0.5263761878013611
0,662.0,16,91,0.4798170306409398,0.4584965194974627,0.4691567750692012
0,664.0,16,6,0.25,0.4474364668130874,0.3487182334065437
0,664.0,16,34,0.875,0.3017529845237732,0.5883764922618866
0,665.0,16,7,0.5,0.5619210004806519,0.5309605002403259
0,665.0,16,50,0.375,0.5671218037605286,0.4710609018802643
0,665.0,16,68,0.875,0.5177424311637878,0.696371215581894
0,665.0,16,87,0.5,0.4496896664301554,0.4748448332150777
0,665.0,16,88,0.75,0.4524890780448913,0.6012445390224457
0,666.0,20,9,0.25,0.3194680462280909,0.2847340231140455
0,666.0,20,39,0.75,0.2285196870565414,0.4892598435282707
0,666.0,20,48,0.5,0.2842546701431274,0.3921273350715637
0,666.0,20,91,1.0,0.2773007750511169,0.6386503875255585
0,666.0,20,99,0.25,0.2956403238432748,0.2728201619216374
0,667.0,6,20,0.2849064817031225,0.3262744545936584,0.3055904681483904
0,667.0,6,21,0.5256256088614464,0.308824922889471,0.4172252658754587
0,667.0,6,45,0.4511008138457934,0.306369682153066,0.3787352479994297
0,667.0,6,60,0.4585090437904,0.3479147516191005,0.4032118977047503
0,668.0,8,9,0.25,0.2452236227691173,0.2476118113845586
0,668.0,8,91,0.693017452955246,0.3857678174972534,0.5393926352262497
0,670.0,20,9,0.2847340231140455,0.3068168784181277,0.2957754507660866
0,670.0,20,48,0.3921273350715637,0.200352095067501,0.2962397150695324
0,670.0,20,91,0.6386503875255585,0.3169595102469126,0.4778049488862356
0,670.0,20,99,0.2728201619216374,0.2968509431396212,0.2848355525306293
0,672.0,16,12,0.25,0.5369995981454849,0.3934997990727424
0,672.0,16,62,0.5,0.4672850668430328,0.4836425334215164
0,672.0,16,75,1.0,0.4856481353441874,0.7428240676720937
0,672.0,16,96,0.5,0.5143633365631104,0.5071816682815552
0,675.0,20,23,0.625,0.3076685766379038,0.4663342883189519
0,675.0,20,38,0.5,0.2420951277017593,0.3710475638508796
0,675.0,20,99,0.2848355525306293,0.4385713934898376,0.3617034730102335
0,676.0,20,15,0.5,0.2583913505077362,0.3791956752538681
0,676.0,20,20,0.25,0.2832816541194916,0.2666408270597458
0,676.0,20,21,0.75,0.2522302102297544,0.5011151051148772
0,676.0,20,38,0.3710475638508796,0.2899237498641014,0.3304856568574905
0,676.0,20,45,0.75,0.2716887344916661,0.510844367245833
0,676.0,20,60,1.0,0.2709390856325626,0.6354695428162813
0,676.0,20,72,0.375,0.2480206459760666,0.3115103229880333
0,677.0,6,17,0.295240581035614,0.3021365851163864,0.2986885830760002
0,677.0,6,49,0.3932869806885719,0.2635215669870376,0.3284042738378048
0,677.0,6,82,0.5314169004559517,0.2919665575027466,0.4116917289793491
0,677.0,6,84,0.4076194774359465,0.2620879620313644,0.3348537197336554
0,677.0,6,100,0.466204484924674,0.2691887952387333,0.3676966400817036
0,678.0,6,71,1.0,0.2921817302703857,0.6460908651351929
0,679.0,5,18,0.375,0.3277084827423095,0.3513542413711548
0,679.0,5,85,1.0,0.2774947484334309,0.6387473742167155
0,683.0,15,46,0.75,0.2913744330406189,0.5206872165203095
0,684.0,20,21,0.5011151051148772,0.2642948528130849,0.382704978963981
0,684.0,20,45,0.510844367245833,0.2861552163958549,0.398499791820844
0,684.0,20,60,0.6354695428162813,0.2643380612134933,0.4499038020148873
0,685.0,20,11,1.0,0.2096662769714991,0.6048331384857496
0,685.0,20,42,0.875,0.2871851325035095,0.5810925662517548
0,685.0,20,49,0.625,0.2659720592200756,0.4454860296100378
0,686.0,8,42,0.875,0.2989152371883392,0.5869576185941696
0,686.0,8,89,0.375,0.2077216903368632,0.2913608451684316
0,688.0,20,46,0.75,0.340956425666809,0.5454782128334046
0,688.0,20,73,0.875,0.245275430381298,0.560137715190649
0,688.0,20,82,0.75,0.2160709291696548,0.4830354645848274
0,690.0,20,2,0.625,0.2536647021770477,0.4393323510885238
0,690.0,20,4,0.5,0.2988134175539017,0.3994067087769508
0,690.0,20,5,0.125,0.2855436106522878,0.2052718053261439
0,690.0,20,7,0.5,0.2365904599428177,0.3682952299714088
0,690.0,20,14,0.75,0.2380609263976415,0.4940304631988207
0,690.0,20,17,0.25,0.2394599206745624,0.2447299603372812
0,690.0,20,19,0.625,0.2365972399711609,0.4307986199855804
0,690.0,20,27,0.5,0.2875505089759826,0.3937752544879913
0,690.0,20,50,0.375,0.2455252669751644,0.3102626334875822
0,690.0,20,54,1.0,0.2363250056902567,0.6181625028451284
0,690.0,20,68,0.875,0.2627415567636489,0.5688707783818245
0,690.0,20,87,0.5,0.2229339927434921,0.361466996371746
0,690.0,20,88,0.75,0.2202817897001902,0.4851408948500951
0,690.0,20,90,0.625,0.3379979766905308,0.4814989883452654
0,691.0,6,13,0.25,0.3530033358505794,0.3015016679252897
0,691.0,6,70,0.375,0.2999466583132744,0.3374733291566372
0,692.0,20,35,1.0,0.2859814365704854,0.6429907182852427
0,692.0,20,36,1.0,0.2579751908779144,0.6289875954389572
0,692.0,20,75,1.0,0.4050905207792918,0.7025452603896459
0,693.0,6,97,0.5,0.4423378407955169,0.4711689203977585
0,693.0,6,102,0.375,0.3482058271765709,0.3616029135882854
0,694.0,20,6,0.25,0.2607157975435257,0.2553578987717628
0,694.0,20,41,0.5,0.2901455660661061,0.395072783033053
0,694.0,20,76,0.125,0.3618261665105819,0.2434130832552909
0,694.0,20,95,0.125,0.2510990962386131,0.1880495481193065
0,695.0,20,15,0.3791956752538681,0.313007615506649,0.3461016453802585
0,695.0,20,23,0.4663342883189519,0.3372146089871724,0.4017744486530621
0,695.0,20,38,0.3304856568574905,0.5451013892889023,0.4377935230731964
0,696.0,16,39,0.5004030702014765,0.5305537581443787,0.5154784141729276
0,697.0,16,9,0.4801201850175857,0.5193363487720489,0.4997282668948173
0,697.0,16,91,0.4691567750692012,0.6512194275856018,0.5601881013274015
0,699.0,8,19,0.625,0.2284693419933319,0.4267346709966659
0,699.0,8,20,0.25,0.2902449667453766,0.2701224833726883
0,699.0,8,39,0.5076275616884232,0.4366513192653656,0.4721394404768944
0,699.0,8,67,0.375,0.1784861534833908,0.2767430767416954
0,700.0,5,3,0.3502640450994173,0.3142538666725158,0.3322589558859665
0,700.0,5,8,0.2719901904463768,0.3787166893482208,0.3253534398972988
0,700.0,5,13,0.2928691314799445,0.3008843043020793,0.2968767178910119
0,700.0,5,44,0.6152604023615519,0.2616097182035446,0.4384350602825482
0,700.0,5,52,0.3718212515115737,0.3181354492902756,0.3449783504009246
0,700.0,5,53,0.3276594318449497,0.3177602017919222,0.322709816818436
0,700.0,5,63,0.5318481139838696,0.1903290996948878,0.3610886068393786
0,700.0,5,70,0.375,0.3171789944171905,0.3460894972085953
0,700.0,5,71,0.4900572253391146,0.3301231004297733,0.410090162884444
0,700.0,5,77,0.3707834780216217,0.2962313195069631,0.3335073987642923
0,700.0,5,93,0.3562852771331867,0.3123405004541079,0.3343128887936473
0,700.0,5,94,0.3255773931741714,0.3202379856790815,0.3229076894266264
0,700.0,5,97,0.4133190853255135,0.3143448829650879,0.3638319841453007
0,700.0,5,102,0.3651675783097744,0.2807001739740372,0.3229338761419058
0,701.0,14,20,0.2495700418949127,0.2864423419038455,0.2680061918993791
0,701.0,14,60,0.6026031877845526,0.3522846400737762,0.4774439139291644
0,703.0,20,96,0.5,0.2727747522294521,0.386387376114726
0,704.0,20,6,0.2553578987717628,0.2936811745166778,0.2745195366442203
0,704.0,20,24,0.875,0.2919398099184036,0.5834699049592018
0,704.0,20,34,0.875,0.2576470822095871,0.5663235411047935
0,704.0,20,40,0.125,0.2504015664259593,0.1877007832129796
0,704.0,20,41,0.395072783033053,0.2693653702735901,0.3322190766533215
0,704.0,20,43,0.5,0.2242192775011062,0.3621096387505531
